articleID,headline,keywords,sectionName,articleWordCount,pubDate,commentCount
588c96bb95d0e0392607d4f2,Judge Blocks Trump Order On Refugees,"['Trump, Donald J', 'Immigration and Emigration', 'Refugees and Displaced Persons', 'Immigration Detention', 'Muslims and Islam', 'Decisions and Verdicts', 'Customs and Border Protection (US)', 'Kennedy International Airport (Queens, NY)', 'United States Politics and Government', 'Executive Orders and Memorandums', 'Donnelly, Ann M']",Unknown,2028,2017-01-28 13:03:49,5135
